ProcessorNumber,url,ProductCollection,CodeName,VerticalSegment,Status,LaunchDate,Lithography,TotalCores,TotalThreads,MaxTurboFrequency,Cache,BusSpeed,EmbeddedOptionsAvailable,Datasheet,MaxMemorySizedependentonmemorytype,MemoryTypes,MaxofMemoryChannels,ECCMemorySupported,ProcessorGraphics,GraphicsMaxDynamicFrequency,MaxResolutionHDMI,MaxResolutionDP,MaxResolutioneDPIntegratedFlatPanel,DirectXSupport,OpenGLSupport,IntelQuickSyncVideo,ofDisplaysSupported,DeviceID,PCIExpressRevision,PCIExpressConfigurations,MaxofPCIExpressLanes,SocketsSupported,MaxCPUConfiguration,TJUNCTION,PackageSize,IntelTurboBoostTechnology,IntelHyperThreadingTechnology,Intel64,InstructionSet,InstructionSetExtensions,IdleStates,EnhancedIntelSpeedStepTechnology,ThermalMonitoringTechnologies,IntelvProPlatformEligibility,IntelAESNewInstructions,SecureKey,IntelSoftwareGuardExtensionsIntelSGX,IntelTrustedExecutionTechnology,ExecuteDisableBit,IntelOSGuard,IntelStableITPlatformProgramSIPP,IntelVirtualizationTechnologyVTx,IntelVirtualizationTechnologyforDirectedIOVTd,IntelVTxwithExtendedPageTablesEPT,RecommendedCustomerPrice,IntelBootGuard
i3-9350KF,https://ark.intel.com/products/191126/intel-core-i3-9350kf-processor-8m-cache-up-to-4-60-ghz.html,9th Generation Intel® Core™ i3 Processors,Products formerly Coffee Lake,Desktop,Launched,Q1'19,14 nm,4,4,4.60 GHz,8 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,DDR4-2400,2,Yes,,,,,,,,,,,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$148.00 - $159.00,Yes
i9-10900,https://ark.intel.com/content/www/us/en/ark/products/199328/intel-core-i9-10900-processor-20m-cache-up-to-5-20-ghz.html,10th Generation Intel® Core™ i9 Processors,Products formerly Comet Lake,Desktop,Launched,Q2'20,14 nm,10,20,5.20 GHz,20 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2933,2,No,Intel® UHD Graphics 630,1.20 GHz,4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x9BC5,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$439.00 - $449.00,Yes
i5-12600K,https://ark.intel.com/content/www/us/en/ark/products/134589/intel-core-i512600k-processor-20m-cache-up-to-4-90-ghz.html,12th Generation Intel® Core™ i5 Processors,Products formerly Alder Lake,Desktop,Launched,Q4'21,Intel 7,10,16,4.90 GHz,20 MB Intel® Smart Cache,,No,View now,128 GB,Up to DDR5 4800 MT/s,2,Yes,Intel® UHD Graphics 770,1.45 GHz,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12,4.5,Yes,4,0x4680,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$289.00 - $299.00,Yes
i5-7600T,https://ark.intel.com/products/97183/intel-core-i5-7600t-processor-6m-cache-up-to-3-70-ghz.html,7th Generation Intel® Core™ i5 Processors,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,4,4,3.70 GHz,6 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,No,Intel® HD Graphics 630,1.10 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5912,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,80°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes
W-11555MRE,https://ark.intel.com/content/www/us/en/ark/products/217376/intel-xeon-w11555mre-processor-12m-cache-up-to-4-50-ghz.html,Intel® Xeon® W Processor,Products formerly Tiger Lake,Embedded,Launched,Q3'21,10 nm SuperFin,6,12,4.50 GHz,12 MB Intel® Smart Cache,,Yes,,128 GB,DDR4-3200,2,Yes,Intel® UHD Graphics for 11th Gen Intel® Processors,1.35 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A70,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,Yes,,No,Yes,,Yes,Yes,Yes,Yes,Yes,$326.00,Yes
i5-9500E,https://ark.intel.com/content/www/us/en/ark/products/195324/intel-core-i5-9500e-processor-9m-cache-up-to-4-20-ghz.html,9th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Embedded,Launched,Q2'19,14 nm,6,6,4.20 GHz,9 MB,8 GT/s,Yes,,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.10 GHz,4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E98,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$192.00,Yes
i5-7300HQ,https://ark.intel.com/products/97456/intel-core-i5-7300hq-processor-6m-cache-up-to-3-50-ghz.html,7th Generation Intel® Core™ i5 Processors,Products formerly Kaby Lake,Mobile,Launched,Q1'17,14 nm,4,4,3.50 GHz,6 MB,8 GT/s,No,View now,64 GB,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,No,Intel® HD Graphics 630,1.00 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x591B,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCBGA1440,1,100°C,42mm x 28mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,
i5-8259U,https://ark.intel.com/products/135935/intel-core-i5-8259u-processor-6m-cache-up-to-3-80-ghz.html,8th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Mobile,Launched,Q2'18,14 nm,4,8,3.80 GHz,6 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,"DDR4-2400, LPDDR3-2133",2,No,Intel® Iris® Plus Graphics 655,1.05 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x3EA5,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",16,FCBGA1528,1,100°C,46x24,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$320.00,
i5-10500T,https://ark.intel.com/content/www/us/en/ark/products/199275/intel-core-i5-10500t-processor-12m-cache-up-to-3-80-ghz.html,10th Generation Intel® Core™ i5 Processors,Products formerly Comet Lake,Desktop,Launched,Q2'20,14 nm,6,12,3.80 GHz,12 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.15 GHz,4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x9BC8,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$192.00,Yes
i7-8569U,https://ark.intel.com/content/www/us/en/ark/products/191050/intel-core-i7-8569u-processor-8m-cache-up-to-4-70-ghz.html,8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Mobile,Launched,Q2'19,14 nm,4,8,4.70 GHz,8 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,"DDR4-2400, LPDDR3-2133",2,No,Intel® Iris® Plus Graphics 655,1.20 GHz,4096 x 2304@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3EA5,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",16,FCBGA1528,1,100°C,46x24,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$431.00,
i3-1115GRE,https://ark.intel.com/content/www/us/en/ark/products/208074/intel-core-i31115gre-processor-6m-cache-up-to-3-90-ghz.html,11th Generation Intel® Core™ i3 Processors,Products formerly Tiger Lake,Embedded,Launched,Q3'20,10 nm SuperFin,2,4,3.90 GHz,6 MB Intel® Smart Cache,4 GT/s,Yes,,64 GB,"DDR4-3200, LPDDR4x-3733, In -Band ECC",2,Yes,Intel® UHD Graphics for 11th Gen Intel® Processors,1.25 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A78,,,,FCBGA1449,1,100C,46.5x25,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,,Yes,No,Yes,,No,No,,Yes,,Yes,Yes,Yes,$338.00,Yes
i3-9100,https://ark.intel.com/content/www/us/en/ark/products/134870/intel-core-i3-9100-processor-6m-cache-up-to-4-20-ghz.html,9th Generation Intel® Core™ i3 Processors,Products formerly Coffee Lake,Desktop,Launched,Q2'19,14 nm,4,4,4.20 GHz,6 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,DDR4-2400,2,Yes,Intel® UHD Graphics 630,1.10 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E91,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$122.00,Yes
i7-12700,https://ark.intel.com/content/www/us/en/ark/products/134591/intel-core-i712700-processor-25m-cache-up-to-4-90-ghz.html,12th Generation Intel® Core™ i7 Processors,Products formerly Alder Lake,Desktop,Launched,Q1'22,Intel 7,12,20,4.90 GHz,25 MB Intel® Smart Cache,,Yes,View now,128 GB,Up to DDR5 4800 MT/s,2,Yes,Intel® UHD Graphics 770,1.50 GHz,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12,4.5,Yes,4,0x4680,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$339.00 - $349.00,Yes
i7-7820HQ,https://ark.intel.com/products/97496/intel-core-i7-7820hq-processor-8m-cache-up-to-3-90-ghz.html,7th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake,Mobile,Launched,Q1'17,14 nm,4,8,3.90 GHz,8 MB,8 GT/s,No,View now,64 GB,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,No,Intel® HD Graphics 630,1.10 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x591B,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCBGA1440,1,100°C,42mm x 28mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
G7400,https://ark.intel.com/content/www/us/en/ark/products/219435/intel-pentium-gold-g7400-processor-6m-cache-3-70-ghz.html,Intel® Pentium® Gold Processor Series,Products formerly Alder Lake,Desktop,Launched,Q1'22,Intel 7,2,4,,6 MB Intel® Smart Cache,,No,,128 GB,Up to DDR5 4800 MT/s,2,,Intel® UHD Graphics 710,1.35 GHz,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12,4.5,Yes,4,0x4693,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,$64.00 - $74.00,Yes
i7-7560U,https://ark.intel.com/products/97540/intel-core-i7-7560u-processor-4m-cache-up-to-3-80-ghz.html,7th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake,Mobile,Launched,Q1'17,14 nm,2,4,3.80 GHz,4 MB,,No,View now,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,No,Intel® Iris® Plus Graphics 640,1.05 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5926,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",12,FCBGA1356,1,100°C,42x24x1.3,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$415.00,Yes
4415U,https://ark.intel.com/products/96508/intel-pentium-gold-processor-4415u-2m-cache-2-30-ghz.html,Intel® Pentium® Gold Processor Series,Products formerly Kaby Lake,Mobile,Launched,Q1'17,14 nm,2,4,,2 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,No,Intel® HD Graphics 610,950 MHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,Yes,3,0x5906,2.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,FCBGA1356,1,100°C,42mm X 24mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$161.00,
i5-11260H,https://ark.intel.com/content/www/us/en/ark/products/213806/intel-core-i511260h-processor-12m-cache-up-to-4-40-ghz.html,11th Generation Intel® Core™ i5 Processors,Products formerly Tiger Lake,Mobile,Launched,Q2'21,10 nm SuperFin,6,12,4.40 GHz,12 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,Up to 3200 MT/s,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.40 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A68,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,,Yes,Yes,No,,,Yes,,Yes,Yes,Yes,$250.00,Yes
i5-1135G7,https://ark.intel.com/content/www/us/en/ark/products/208658/intel-core-i51135g7-processor-8m-cache-up-to-4-20-ghz.html,11th Generation Intel® Core™ i5 Processors,Products formerly Tiger Lake,Mobile,Launched,Q3'20,10 nm SuperFin,4,8,4.20 GHz,8 MB Intel® Smart Cache,4 GT/s,No,View now,64 GB,"DDR4-3200, LPDDR4x-4267",2,No,Intel® Iris® Xe Graphics,1.30 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A49,,,,FCBGA1449,1,100°C,45.5x25,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,,Yes,No,Yes,,No,No,,Yes,No,Yes,Yes,Yes,$309.00,Yes
i7-11600H,https://ark.intel.com/content/www/us/en/ark/products/213802/intel-core-i711600h-processor-18m-cache-up-to-4-60-ghz.html,11th Generation Intel® Core™ i7 Processors,Products formerly Tiger Lake,Mobile,Launched,Q3'21,10 nm SuperFin,6,12,4.60 GHz,18 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,Up to 3200 MT/s,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.45 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A60,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,,Yes,Yes,No,,,Yes,,Yes,Yes,Yes,$395.00,Yes
i9-7900X,https://ark.intel.com/products/123613/intel-core-i9-7900x-x-series-processor-13-75m-cache-up-to-4-30-ghz.html,Intel® Core™ X-series Processors,Products formerly Skylake,Desktop,Discontinued,Q2'17,14 nm,10,20,4.30 GHz,13.75 MB L3 Cache,8 GT/s,No,View now,128 GB,DDR4-2666,4,No,,,,,,,,,,,3.0,,44,FCLGA2066,1,95°C,,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,Yes,,,Yes,,,,Yes,,,Yes,Yes,,,
i7-8086K,https://ark.intel.com/products/148263/intel-core-i7-8086k-processor-12m-cache-up-to-5-00-ghz.html,8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Desktop,Launched,Q2'18,14 nm,6,12,5.00 GHz,12 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.20 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E92,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes
i9-11950H,https://ark.intel.com/content/www/us/en/ark/products/213798/intel-core-i911950h-processor-24m-cache-up-to-4-90-ghz.html,11th Generation Intel® Core™ i9 Processors,Products formerly Tiger Lake,Mobile,Launched,Q2'21,10 nm SuperFin,8,16,5.00 GHz,24 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,Up to 3200 MT/s,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.45 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A60,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,Yes,$556.00,Yes
i5-11500,https://ark.intel.com/content/www/us/en/ark/products/212277/intel-core-i5-11500-processor-12m-cache-up-to-4-60-ghz.html,11th Generation Intel® Core™ i5 Processors,Products formerly Rocket Lake,Desktop,Launched,Q1'21,14 nm,6,12,4.60 GHz,12 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-3200,2,No,Intel® UHD Graphics 750,1.30 GHz,4096x2160@60Hz,5120 x 3200 @60Hz,5120 x 3200 @60Hz,12.1,4.5,Yes,3,0x4C8A,4.0,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCLGA1200,1,100°C,37.5 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$192.00 - $202.00,Yes
i3-1120G4,https://ark.intel.com/content/www/us/en/ark/products/209736/intel-core-i31120g4-processor-8m-cache-up-to-3-50-ghz-with-ipu.html,11th Generation Intel® Core™ i3 Processors,Products formerly Tiger Lake,Mobile,Launched,Q1'21,10 nm SuperFin,4,8,3.50 GHz,8 MB Intel® Smart Cache,2 GT/s,No,View now,32 GB,LPDDR4x-4267,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.10 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A78,,,,FCBGA1598,1,100°C,26.5x18.5,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,,Yes,No,Yes,,No,No,,Yes,No,Yes,Yes,Yes,$281.00,Yes
i5-11500T,https://ark.intel.com/content/www/us/en/ark/products/212272/intel-core-i5-11500t-processor-12m-cache-up-to-3-90-ghz.html,11th Generation Intel® Core™ i5 Processors,Products formerly Rocket Lake,Desktop,Launched,Q1'21,14 nm,6,12,3.90 GHz,12 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-3200,2,No,Intel® UHD Graphics 750,1.20 GHz,4096x2160@60Hz,5120 x 3200 @60Hz,5120 x 3200 @60Hz,12.1,4.5,Yes,3,0x4C8A,4.0,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCLGA1200,1,100°C,37.5 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$192.00,Yes
i9-7940X,https://ark.intel.com/products/126695/intel-core-i9-7940x-x-series-processor-19-25m-cache-up-to-4-30-ghz.html,Intel® Core™ X-series Processors,Products formerly Skylake,Desktop,Discontinued,Q3'17,,14,28,4.30 GHz,19.25 MB,8 GT/s,No,View now,128 GB,DDR4-2666,4,No,,,,,,,,,,,3.0,,44,FCLGA2066,1,102°C,,2.0,Yes,Yes,,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,Yes,,,Yes,,,,Yes,,,Yes,Yes,,,
i3-7100H,https://ark.intel.com/products/97126/intel-core-i3-7100h-processor-3m-cache-3-00-ghz.html,7th Generation Intel® Core™ i3 Processors,Products formerly Kaby Lake,Mobile,Launched,Q1'17,14 nm,2,4,,3 MB,8 GT/s,No,View now,64 GB,,2,No,Intel® HD Graphics 630,950 MHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x591B,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCBGA1440,1,100°C,42mm x 28mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,
i5-7400,https://ark.intel.com/products/97147/intel-core-i5-7400-processor-6m-cache-up-to-3-50-ghz.html,7th Generation Intel® Core™ i5 Processors,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,4,4,3.50 GHz,6 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,No,Intel® HD Graphics 630,1.00 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5912,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$182.00,Yes
i9-12900,https://ark.intel.com/content/www/us/en/ark/products/134597/intel-core-i912900-processor-30m-cache-up-to-5-10-ghz.html,12th Generation Intel® Core™ i9 Processors,Products formerly Alder Lake,Desktop,Launched,Q1'22,Intel 7,16,24,5.10 GHz,30 MB Intel® Smart Cache,,Yes,View now,128 GB,Up to DDR5 4800 MT/s,2,Yes,Intel® UHD Graphics 770,1.55 GHz,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12,4.5,Yes,4,0x4680,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$489.00 - $519.00,Yes
i5-7400T,https://ark.intel.com/products/97184/intel-core-i5-7400t-processor-6m-cache-up-to-3-00-ghz.html,7th Generation Intel® Core™ i5 Processors,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,4,4,3.00 GHz,6 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,No,Intel® HD Graphics 630,1.00 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5912,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,80°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
i9-8950HK,https://ark.intel.com/products/134903/intel-core-i9-8950hk-processor-12m-cache-up-to-4-80-ghz.html,8th Generation Intel® Core™ i9 Processors,Products formerly Coffee Lake,Mobile,Launched,Q2'18,14 nm,6,12,4.80 GHz,12 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,"DDR4-2666, LPDDR3-2133",2,No,Intel® UHD Graphics 630,1.20 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x3E9B,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCBGA1440,1,100°C,42mm x 28mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$583.00,
